Trans. Date,Post Date,Description,Amount,Category
05/02/2021,05/02/2021,"GIANT FOOD INC #144 BALTIMORE MD00236R",50.45,"Supermarkets"
05/02/2021,05/02/2021,"WEIS MARKETS 206 NOTTINGHAM MD",9.44,"Supermarkets"
05/03/2021,05/03/2021,"AMAZON WEB SERVICES AWS.AMAZON.COWA2Q2282AWSLO",0.50,"Services"
05/03/2021,05/03/2021,"SAFEWAY 1880 BALTIMORE MD",27.23,"Supermarkets"
05/03/2021,05/03/2021,"THE HOME DEPOT #2504 PARKVILLE MD",3.42,"Home Improvement"
05/03/2021,05/03/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD00351R",36.32,"Supermarkets"
05/04/2021,05/04/2021,"BJS FUEL #9040 BALTIMORE MD",51.84,"Gasoline"
05/04/2021,05/04/2021,"BOB EVANS REST #0278 BALTIMORE MD",14.40,"Restaurants"
05/04/2021,05/04/2021,"SEASONS PIZZA BALTIMORE MD",25.95,"Restaurants"
05/05/2021,05/05/2021,"SNACKCRATE.COM 8778877815 FL",14.99,"Supermarkets"
05/06/2021,05/06/2021,"HARVARD BUS EDUCATION 617-783-7600 MA2487899",4.51,"Merchandise"
05/06/2021,05/06/2021,"JIMMY JOHNS - 2538 ROSEDALE MD",25.26,"Restaurants"
05/06/2021,05/06/2021,"LEVELUPMYTHB381108982 855-538-3542 MA",3.97,"Restaurants"
05/06/2021,05/06/2021,"SAM'S CLUB 06650 BALTIMORE MD",107.82,"Warehouse Clubs"
05/06/2021,05/06/2021,"SWEET FROG 300159 ROSEDALE MD",23.66,"Restaurants"
05/06/2021,05/06/2021,"TARGET BALTIMORE MD",9.11,"Supermarkets"
05/07/2021,05/07/2021,"LEVELUPMYTHB381716244 855-538-3542 MA",5.57,"Restaurants"
05/07/2021,05/07/2021,"TST* CHEF PAOLINO CAFE BALTIMORE MD",16.94,"Restaurants"
05/07/2021,05/07/2021,"VALLEY VILLAGE ORAL SURG PIKESVILLE MD",118.80,"Medical Services"
05/08/2021,05/08/2021,"AMAZON.COM*2L1OJ4HX1 AMZN.COM/BILLWA1JQAV1FU5GM",2.20,"Merchandise"
05/08/2021,05/08/2021,"AMAZON.COM*2L3HA9JL0 AMZN.COM/BILLWA6KIQYXGB5QY",7.41,"Merchandise"
05/08/2021,05/08/2021,"AMAZON.COM*2L4HY7JR0 AMZN.COM/BILLWA6A1P4P79PEM",5.05,"Merchandise"
05/08/2021,05/08/2021,"AMAZON.COM*2L9O86HQ1 AMZN.COM/BILLWA42GZCW2U7XA",17.83,"Merchandise"
05/08/2021,05/08/2021,"SQ *PRIGEL FAMILY CREA GLEN ARM MD0002305843013981604354",14.31,"Supermarkets"
05/08/2021,05/08/2021,"SQ *PRIGEL FAMILY CREA GLEN ARM MD0002305843013981572929",21.49,"Supermarkets"
05/08/2021,05/10/2021,"BJS WHOLESALE #0040 BALTIMORE MD",38.99,"Warehouse Clubs"
05/08/2021,05/10/2021,"K. P. HUBERS PRODUCE KINGSVILLE MD",28.35,"Supermarkets"
05/08/2021,05/10/2021,"PAYPAL *NATIVE 402-935-7733 CA",25.44,"Merchandise"
05/09/2021,05/09/2021,"GROUPON, INC. 312-288-6424 IL",63.00,"Services"
05/09/2021,05/09/2021,"INTERNET PAYMENT - THANK YOU",-1000.00,"Payments and Credits"
05/09/2021,05/10/2021,"AMAZON.COM*2L2JQ38T1 AMZN.COM/BILLWA5K0YZJ4XECY",10.78,"Merchandise"
05/09/2021,05/10/2021,"APPLE.COM/BILL 866-712-7753 CAMNHSD51DLFA0",2.99,"Merchandise"
05/09/2021,05/10/2021,"GIANT FOOD INC #144 BALTIMORE MD00936R",52.86,"Supermarkets"
05/09/2021,05/10/2021,"LIBS GRILL - PERRY HAL PERRY HALL MD",57.97,"Restaurants"
05/09/2021,05/10/2021,"SHOPRITE FESTIVAL S1 BEL AIR MD001598407569",16.40,"Supermarkets"
05/09/2021,05/10/2021,"STARBUCKS STORE 11916 WHITE MARSH MD735401",2.81,"Restaurants"
05/10/2021,05/10/2021,"AMZN MKTP US*2L8P32NJ2 AMZN.COM/BILLWA5QJ6PMND1GR",42.39,"Merchandise"
05/10/2021,05/10/2021,"AMZN MKTP US*2L91Q9NK2 AMZN.COM/BILLWAPPWV8CGHDVO",9.42,"Merchandise"
05/10/2021,05/10/2021,"GIANT 0131 BALTIMORE MD01095R",6.57,"Supermarkets"
05/10/2021,05/10/2021,"LEVELUPMYTHB383377777 855-538-3542 MA",2.58,"Restaurants"
05/10/2021,05/10/2021,"SAM'S ONLINE CLUB BALTIMORE MD",157.41,"Warehouse Clubs"
05/11/2021,05/11/2021,"AMAZON.COM*2L3ZQ6KO1 AMZN.COM/BILLWA39ASORS5BFB",21.19,"Merchandise"
05/11/2021,05/11/2021,"BJ'S FUEL #9377 BALTIMORE MD",44.28,"Gasoline"
05/11/2021,05/11/2021,"CHICK-FIL-A #01941 PARKVILLE MD",4.72,"Restaurants"
05/11/2021,05/11/2021,"DOMINICKS PIZZA PERRY HA NOTTINGHAM MD",12.00,"Restaurants"
05/11/2021,05/16/2021,"SAMS CLUB - #6650 BALTIMORE ROSMD",-11.98,"Payments and Credits"
05/12/2021,05/12/2021,"AMAZON.COM*2L2Q67UI1 AMZN.COM/BILLWA5QCWPL59GXJ",3.46,"Merchandise"
05/12/2021,05/12/2021,"AMAZON.COM*2L2RL1PD2 AMZN.COM/BILLWATYDF0B7YL6M",6.63,"Merchandise"
05/12/2021,05/12/2021,"KUNG FU 12 SZECHUAN HOUS LUTHVLE TIMONMD",18.70,"Restaurants"
05/12/2021,05/12/2021,"PETCO 2887 63528871730 PARKVILLE MD",17.43,"Merchandise"
05/13/2021,05/13/2021,"ROSINA GOURMET BALTIMORE MD01333R",14.08,"Restaurants"
05/13/2021,05/13/2021,"ROSINA GOURMET BALTIMORE MD01312R",28.16,"Restaurants"
05/13/2021,05/13/2021,"SAFEWAY 1880 BALTIMORE MD",3.78,"Supermarkets"
05/13/2021,05/13/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD01364R",4.32,"Supermarkets"
05/14/2021,05/14/2021,"LEVELUPMYTHB385630108 855-538-3542 MA",6.09,"Restaurants"
05/14/2021,05/14/2021,"OUTBACK 2137 BALTIMORE MD01496R",83.00,"Restaurants"
05/14/2021,05/14/2021,"WALGREENS #6779 BALTIMORE MD",1.98,"Merchandise"
05/15/2021,05/15/2021,"SPOTIFY P14D27EADE 8777781161 NY",5.29,"Merchandise"
05/15/2021,05/15/2021,"TLF*RAIMONDIS FLOWERS AN RANDALLSTOWN MD",151.20,"Merchandise"
05/16/2021,05/16/2021,"AMAZON.COM*2L2R54KU0 AMZN.COM/BILLWA1E9NBFKD6JW",217.74,"Merchandise"
05/16/2021,05/16/2021,"AMAZON.COM*2L5EW1QM2 AMZN.COM/BILLWA13PQIF1NWDP",12.63,"Merchandise"
05/16/2021,05/16/2021,"AMZN MKTP US*2R6HB0LR1 AMZN.COM/BILLWA4EKWNR7EDNZ",9.53,"Merchandise"
05/16/2021,05/16/2021,"AT&T*BILL PAYMENT 800-331-0500 TX",181.43,"Services"
05/16/2021,05/16/2021,"BJS FUEL #9071 ABINGDOM MD",53.45,"Gasoline"
05/16/2021,05/16/2021,"DENIROS PIZZA & SUBS BALTIMORE MD",38.10,"Restaurants"
05/16/2021,05/16/2021,"HARRISTEETER #392 BALTIMORE MD",46.63,"Supermarkets"
05/16/2021,05/16/2021,"STARBUCKS STORE 14363 ABINGDON MD7C5841AC43C7726592",2.71,"Restaurants"
05/17/2021,05/17/2021,"AMAZON.COM*2L5SB7700 AMZN.COM/BILLWA1K0CFT2JFHF",7.56,"Merchandise"
05/17/2021,05/17/2021,"LEVELUPMYTHB387272716 855-538-3542 MA",4.19,"Restaurants"
05/17/2021,05/17/2021,"OUTBACK 2148 ONLINE 410-522-7757 MD1828770987",19.10,"Restaurants"
05/17/2021,05/17/2021,"WWW COSTCO COM 800-955-2292 WA00847368392779",12.69,"Warehouse Clubs"
05/18/2021,05/18/2021,"APPLE.COM/BILL 866-712-7753 CAMNHSG3M3Q5A0",1.37,"Merchandise"
05/18/2021,05/18/2021,"CANTON CROSSING WINE SPT BALTIMORE MD",109.80,"Merchandise"
05/18/2021,05/18/2021,"CHICK-FIL-A #03236 BALTIMORE MD",8.16,"Restaurants"
05/18/2021,05/18/2021,"ULTA #696 BALTIMORE MD",85.86,"Merchandise"
05/18/2021,05/18/2021,"VITAMINSHOPPE655 BALTIMORE MD01874R",2.06,"Supermarkets"
05/18/2021,05/19/2021,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",-1.15,"Payments and Credits"
05/19/2021,05/19/2021,"AMAZON.COM*2R4KM7CA0 AMZN.COM/BILLWAO9I9141K489",13.99,"Merchandise"
05/19/2021,05/19/2021,"BANNERS HALLMARK 37 BEL AIR MD",12.70,"Merchandise"
05/19/2021,05/19/2021,"BJS FUEL #9040 BALTIMORE MD",41.11,"Gasoline"
05/19/2021,05/19/2021,"BJS WHOLESALE #0040 BALTIMORE MD",19.86,"Warehouse Clubs"
05/19/2021,05/19/2021,"LEVELUPMYTHB388362750 855-538-3542 MA",4.19,"Restaurants"
05/19/2021,05/19/2021,"SQ *WALDOS SNOWBALLS L BEL AIR MD0002305843014027569905",6.00,"Restaurants"
05/19/2021,05/19/2021,"TORTILLERIA SINALOA BALTIMORE MD",10.50,"Restaurants"
05/19/2021,05/20/2021,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",-1.15,"Payments and Credits"
05/19/2021,05/21/2021,"CCBC BALTIMORE MD",-815.00,"Payments and Credits"
05/19/2021,05/21/2021,"CCBC BALTIMORE MD",-363.00,"Payments and Credits"
05/19/2021,05/21/2021,"CCBC BALTIMORE MD",-329.00,"Payments and Credits"
05/20/2021,05/20/2021,"LEVELUPMYTHB388962546 855-538-3542 MA",8.90,"Restaurants"
05/20/2021,05/20/2021,"RED ROBIN NO 716 BEL AIR MD",23.68,"Restaurants"
05/20/2021,05/20/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02015R",9.53,"Supermarkets"
05/21/2021,05/21/2021,"AMZN MKTP US*2R73P6VU1 AMZN.COM/BILLWA6M8G5L1AY0C",13.76,"Merchandise"
05/21/2021,05/21/2021,"APPLE.COM/BILL 866-712-7753 CAMNHSGX8GVNA0",1.37,"Merchandise"
05/21/2021,05/21/2021,"APPLE.COM/BILL 866-712-7753 CAMNHSGY2L6WA0",1.37,"Merchandise"
05/21/2021,05/21/2021,"BALTIMORE SEAFOOD RESTAU BALTIMORE MD",10.66,"Restaurants"
05/21/2021,05/21/2021,"LEVELUPMYTHB389573227 855-538-3542 MA",0.79,"Restaurants"
05/21/2021,05/21/2021,"NIHAO BALTIMORE MD",120.00,"Restaurants"
05/22/2021,05/22/2021,"A&A WINE & SPIRITS GAMBRILLS MD",33.77,"Merchandise"
05/22/2021,05/22/2021,"ANNAPOLIS VELO ANNAPOLIS MD",12.71,"Merchandise"
05/22/2021,05/22/2021,"SAFEWAY 1481 BALTIMORE MD",2.91,"Supermarkets"
05/22/2021,05/22/2021,"SAFEWAY 1481 BALTIMORE MD",59.47,"Supermarkets"
05/22/2021,05/22/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02298R",14.25,"Supermarkets"
05/22/2021,05/22/2021,"WEGMANS CROFTON #60 GAMBRILLS MD",17.18,"Supermarkets"
05/23/2021,05/23/2021,"BJS FUEL #9040 BALTIMORE MD",44.43,"Gasoline"
05/23/2021,05/23/2021,"HARRISTEETER #392 BALTIMORE MD",25.38,"Supermarkets"
05/23/2021,05/23/2021,"ROYAL FARMS #181 PERRY HALL MD",16.01,"Gasoline"
05/23/2021,05/23/2021,"SAM'S ONLINE CLUB BALTIMORE MD",23.82,"Warehouse Clubs"
05/23/2021,05/23/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02394R",11.81,"Supermarkets"
05/23/2021,05/24/2021,"AMAZON.COM AMZN.COM/BILLWA666JCQ81BKZ",-13.99,"Payments and Credits"
05/24/2021,05/24/2021,"AMZN MKTP US*2R9AT6EE0 AMZN.COM/BILLWA2U46941USEW",21.99,"Merchandise"
05/24/2021,05/24/2021,"AMZN MKTP US*2R9HH4Q61 AMZN.COM/BILLWA1KKSNNJTW65",12.18,"Merchandise"
05/24/2021,05/24/2021,"DOLLARTREE BALTIMORE MD",2.12,"Merchandise"
05/24/2021,05/24/2021,"LEVELUPMYTHB391207602 855-538-3542 MA",4.19,"Restaurants"
05/24/2021,05/24/2021,"PETCO 2887 63528871730 PARKVILLE MD",21.19,"Merchandise"
05/24/2021,05/24/2021,"TLF*DUNDALK FLORIST DUNDALK MD",6.10,"Merchandise"
05/25/2021,05/25/2021,"SAFEWAY 1513 BALTIMORE MD",7.69,"Supermarkets"
05/25/2021,05/25/2021,"TST* FRANK S PIZZA AND P BALTIMORE MD",43.31,"Restaurants"
05/26/2021,05/26/2021,"CLADDAGH PUB BALTIMORE MD",70.00,"Restaurants"
05/26/2021,05/26/2021,"VACCAROS ITALIAN PASTRY BALTIMORE MD",5.38,"Restaurants"
05/27/2021,05/27/2021,"AMAZON.COM*2R1QE4IB1 AMZN.COM/BILLWA4N6SIKTPKZE",4.84,"Merchandise"
05/27/2021,05/27/2021,"EGGSPECTATION GARRISON MD",52.71,"Restaurants"
05/27/2021,05/27/2021,"GUNTHER & CO. BALTIMORE MD",117.15,"Restaurants"
05/27/2021,05/27/2021,"SAFEWAY 1657 OWINGS MILLS MD",50.58,"Supermarkets"
05/27/2021,05/27/2021,"TARGET OWINGS MILLS MD",63.59,"Supermarkets"
05/27/2021,05/27/2021,"VERIZON*ONETIMEPAY VERIZON.COM FL516638631510328330001",141.72,"Services"
05/28/2021,05/28/2021,"AMAZON.COM*2X1W53OV1 AMZN.COM/BILLWA5OVCZH212A7",115.43,"Merchandise"
05/28/2021,05/28/2021,"BF WHITE MARSH INSTORE NOTTINGHAM MD",13.86,"Restaurants"
05/28/2021,05/28/2021,"BJ'S FUEL #9377 BALTIMORE MD",35.68,"Gasoline"
05/28/2021,05/28/2021,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-36.11,"Awards and Rebate Credits"
05/28/2021,05/28/2021,"DISNEYPLUS 888-905-7888 CADISNEYPLUS",8.47,"Services"
05/28/2021,05/28/2021,"INTERNET PAYMENT - THANK YOU",-2500.00,"Payments and Credits"
05/28/2021,05/28/2021,"INTERNET PAYMENT - THANK YOU",-919.60,"Payments and Credits"
05/28/2021,05/28/2021,"LEVELUPMYTHB393503122 855-538-3542 MA",8.10,"Restaurants"
05/28/2021,05/28/2021,"WALGREENS #6779 BALTIMORE MD",2.06,"Merchandise"
05/28/2021,05/28/2021,"WALGREENS #6779 BALTIMORE MD",33.88,"Merchandise"
05/28/2021,05/28/2021,"WEIS MARKETS INC., #087 BALTIMORE MD",25.00,"Supermarkets"
05/29/2021,05/29/2021,"DUNKIN #355826 HAMILTON TOWNNJ",18.61,"Restaurants"
05/29/2021,05/29/2021,"LEVELUPBURGERFI052668 855-538-3542 MA",27.57,"Restaurants"
05/29/2021,05/29/2021,"SIX FLAGS GREAT ADVENTUR JACKSON NJ",42.62,"Travel/ Entertainment"
05/29/2021,05/29/2021,"THREE MONKEYS CAFE PHILADELPHIA PA",103.68,"Restaurants"
05/29/2021,05/29/2021,"TST* LITTLE MINER - TRUC BRENTWOOD MD",35.65,"Restaurants"
05/29/2021,05/29/2021,"WAWA 8342 HAMILTON NJ",59.00,"Gasoline"
05/29/2021,05/29/2021,"WAWA 960 MT LAUREL NJ",25.81,"Gasoline"
05/30/2021,05/30/2021,"BEST LOCKERS-SFGANJ JACKSON NJ",1.00,"Services"
05/30/2021,05/30/2021,"BEST LOCKERS-SFGANJ JACKSON NJ",1.00,"Services"
05/30/2021,05/30/2021,"BJS FUEL #9040 BALTIMORE MD",53.06,"Gasoline"
05/30/2021,05/30/2021,"SIX FLAGS GREAT ADVENTUR JACKSON NJ",4.00,"Restaurants"
05/30/2021,05/30/2021,"SIX FLAGS GREAT ADVENTUR JACKSON NJ",20.00,"Travel/ Entertainment"
05/30/2021,05/30/2021,"SIX FLAGS GREAT ADVENTUR JACKSON NJ",21.31,"Restaurants"
05/30/2021,05/30/2021,"SIX FLAGS GREAT ADVENTUR JACKSON NJ",42.51,"Travel/ Entertainment"
05/31/2021,05/31/2021,"AMAZON.COM*2R8LE36C2 AMZN.COM/BILLWA1NWA8Q9H981",8.42,"Merchandise"
06/01/2021,06/01/2021,"CHEGG ORDER 844-224-5952 CA",15.85,"Merchandise"
06/01/2021,06/01/2021,"LEVELUPMYTHB395508736 855-538-3542 MA",8.90,"Restaurants"
06/01/2021,06/01/2021,"LEVELUPMYTHB395510069 855-538-3542 MA",2.01,"Restaurants"
06/01/2021,06/01/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD00191R",80.26,"Supermarkets"
06/02/2021,06/02/2021,"GIANT FOOD INC #144 BALTIMORE MD00267R",8.00,"Supermarkets"
06/02/2021,06/02/2021,"LEVELUPMYTHB396024137 855-538-3542 MA",6.09,"Restaurants"
06/03/2021,06/03/2021,"7-ELEVEN 25816 BALTIMORE MD",2.43,"Gasoline"
06/03/2021,06/03/2021,"AMAZON WEB SERVICES AWS.AMAZON.COWA2LYO0DDEJGH",0.50,"Services"
06/03/2021,06/03/2021,"BJ'S FUEL #9377 BALTIMORE MD",25.31,"Gasoline"
06/03/2021,06/03/2021,"CANTON CROSSING WINE SPT BALTIMORE MD",88.23,"Merchandise"
06/03/2021,06/03/2021,"HARRISTEETER #392 BALTIMORE MD",41.43,"Supermarkets"
06/04/2021,06/04/2021,"CHICK-FIL-A #03236 BALTIMORE MD",15.13,"Restaurants"
06/04/2021,06/04/2021,"LEVELUPMYTHB397164871 855-538-3542 MA",6.31,"Restaurants"
06/04/2021,06/04/2021,"SAFEWAY 1481 BALTIMORE MD",11.97,"Supermarkets"
06/04/2021,06/04/2021,"SAFEWAY 1880 BALTIMORE MD",32.66,"Supermarkets"
06/05/2021,06/05/2021,"BJS FUEL #9040 BALTIMORE MD",52.08,"Gasoline"
06/05/2021,06/05/2021,"DRIVEEZMD REBILL BALTIMORE MD",25.00,"Travel/ Entertainment"
06/05/2021,06/05/2021,"SNACKCRATE.COM 8778877815 FL",14.99,"Supermarkets"
06/05/2021,06/05/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD00544R",5.98,"Supermarkets"
06/06/2021,06/06/2021,"GIANT FOOD INC #144 BALTIMORE MD00685R",36.46,"Supermarkets"
06/06/2021,06/06/2021,"LOWE'S OF TOWSON, MD PARKVILLE MD",0.73,"Home Improvement"
06/06/2021,06/06/2021,"SAM'S ONLINE CLUB BALTIMORE MD",110.40,"Warehouse Clubs"
06/06/2021,06/06/2021,"WALMART STORE 05344 TOWSON MD",20.89,"Merchandise"
06/07/2021,06/07/2021,"AMAZON.COM*2X08F36G1 AMZN.COM/BILLWA7J840LXHXUY",6.53,"Merchandise"
06/07/2021,06/07/2021,"AMAZON.COM*2X18H96Y1 AMZN.COM/BILLWA6QC6PTAL2Q8",4.08,"Merchandise"
06/07/2021,06/07/2021,"AMAZON.COM*2X19D5DP1 AMZN.COM/BILLWA4UC35PF082E",4.16,"Merchandise"
06/07/2021,06/07/2021,"AMAZON.COM*2X4FN7N52 AMZN.COM/BILLWA6XKO8J3ILK0",3.47,"Merchandise"
06/07/2021,06/07/2021,"AMAZON.COM*2X9U35NY2 AMZN.COM/BILLWA1AFT60K6CC0",3.81,"Merchandise"
06/07/2021,06/07/2021,"AMZN MKTP US*2X53N8ZI2 AMZN.COM/BILLWA4QD7LL62D7Q",23.19,"Merchandise"
06/07/2021,06/07/2021,"AMZN MKTP US*2X9RR9TF0 AMZN.COM/BILLWA64518FHOT4Y",5.29,"Merchandise"
06/07/2021,06/07/2021,"LEVELUPMYTHB398744103 855-538-3542 MA",6.09,"Restaurants"
06/07/2021,06/07/2021,"SQ *SOUP'S ON BALTIMOR BALTIMORE MD0001152921510206555341",6.28,"Restaurants"
06/07/2021,06/07/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD00771R",8.56,"Supermarkets"
06/08/2021,06/08/2021,"AMAZON.COM*2X3FE8TA2 AMZN.COM/BILLWA4IHQS7ZRW5C",4.70,"Merchandise"
06/08/2021,06/08/2021,"AMAZON.COM*2X4YD4140 AMZN.COM/BILLWA4IGXQLJ6LQ1",19.07,"Merchandise"
06/08/2021,06/08/2021,"AMAZON.COM*2X8V56EC0 AMZN.COM/BILLWA54L3PT2XYT2",15.69,"Merchandise"
06/08/2021,06/08/2021,"LEVELUPMYTHB399296050 855-538-3542 MA",6.09,"Restaurants"
06/08/2021,06/08/2021,"TARGET BALTIMORE MD",44.60,"Supermarkets"
06/08/2021,06/10/2021,"PETSMART # 0357 TOWSON MD",14.83,"Merchandise"
06/09/2021,06/09/2021,"INTEREST CHARGE ON PURCHASES",31.62,"Interest"
06/09/2021,06/10/2021,"LEVELUPMYTHB399845868 855-538-3542 MA",4.19,"Restaurants"
06/09/2021,06/10/2021,"PAYPAL *MDFOPPLEDGE 888-221-1161 CA",5.00,"Services"
06/09/2021,06/10/2021,"RACE PACE BICYCLES TOWSON MD00905R",93.59,"Merchandise"
06/10/2021,06/10/2021,"APPLE.COM/BILL 866-712-7753 CAMNHSLZLB3LA0",1.05,"Merchandise"
06/10/2021,06/10/2021,"LEVELUPHONEYGROW88281 855-538-3542 MA",19.08,"Restaurants"
06/10/2021,06/10/2021,"PAYPAL *FAXPLUS 402-935-7733 CA",599.99,"Services"
06/10/2021,06/10/2021,"TST* REGIONALE - BALTIMO BALTIMORE MD",39.54,"Restaurants"
06/11/2021,06/11/2021,"AMZN MKTP US*2X9I865L2 AMZN.COM/BILLWA6K7CE2NDVJX",9.53,"Merchandise"
06/11/2021,06/11/2021,"APPLE.COM/BILL 866-712-7753 CAMNHSM6WG7QA0",2.99,"Merchandise"
06/11/2021,06/11/2021,"BJS FUEL #9040 BALTIMORE MD",50.16,"Gasoline"
06/11/2021,06/11/2021,"LEDO PIZZA WHITE MARSH NOTTINGHAM MD",50.84,"Restaurants"
06/11/2021,06/11/2021,"WEIS MARKETS 206 NOTTINGHAM MD",25.21,"Supermarkets"
06/11/2021,06/13/2021,"WEIS MARKETS 206 NOTTINGHAM MD",-8.00,"Payments and Credits"
06/12/2021,06/12/2021,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-61.65,"Awards and Rebate Credits"
06/12/2021,06/12/2021,"GIANT 0364 BELAIR MD01264R",17.13,"Supermarkets"
06/12/2021,06/12/2021,"GIANT FOOD INC #144 BALTIMORE MD01205R",18.02,"Supermarkets"
06/12/2021,06/12/2021,"INTERNET PAYMENT - THANK YOU",-843.81,"Payments and Credits"
06/12/2021,06/12/2021,"SQ *FLAVOR CUPCAKERY A BEL AIR MD0002305843014137771473",20.05,"Merchandise"
06/12/2021,06/12/2021,"TORTILLERIA SINALOA BALTIMORE MD",29.01,"Restaurants"
06/12/2021,06/12/2021,"VITAMIN SHOPPE#337 BEL AIR MD01297R",40.96,"Supermarkets"
06/13/2021,06/13/2021,"HARRISTEETER #392 BALTIMORE MD",41.62,"Supermarkets"
06/13/2021,06/13/2021,"VACCAROS ITALIAN PASTRY BALTIMORE MD",17.07,"Restaurants"
06/14/2021,06/14/2021,"HILLCREST SWIM CLUB PARKVILLE MD",665.00,"Travel/ Entertainment"
06/14/2021,06/14/2021,"LEVELUPMYTHB402574068 855-538-3542 MA",6.09,"Restaurants"
06/14/2021,06/14/2021,"WALGREENS #6779 BALTIMORE MD",4.40,"Merchandise"
06/14/2021,06/14/2021,"WALGREENS #6779 BALTIMORE MD",27.97,"Merchandise"
06/15/2021,06/15/2021,"BEST BUY MH00001495295 TIMONIUM MD",240.99,"Merchandise"
06/15/2021,06/15/2021,"RACE PACE BICYCLES 410-290-6880 MD42741588852",200.00,"Merchandise"
06/15/2021,06/15/2021,"SHOYOU SUSHI BALTIMORE MD",34.86,"Restaurants"
06/15/2021,06/15/2021,"SPOTIFY P1583C3BBF 8777781161 NY",5.29,"Merchandise"
06/15/2021,06/15/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD01581R",7.78,"Supermarkets"
06/16/2021,06/16/2021,"AT&T*BILL PAYMENT 800-331-0500 TX",253.34,"Services"
06/16/2021,06/16/2021,"LEVELUPMYTHB403680731 855-538-3542 MA",6.09,"Restaurants"
06/16/2021,06/16/2021,"OLYMPIA MASALA PARKVILLE MD",16.89,"Restaurants"
06/16/2021,06/16/2021,"ROSINA GOURMET BALTIMORE MD01652R",11.65,"Restaurants"
06/16/2021,06/16/2021,"TARGET BALTIMORE MD",16.93,"Supermarkets"
06/16/2021,06/16/2021,"TST* FRANK S PIZZA AND P BALTIMORE MD",15.41,"Restaurants"
06/16/2021,06/16/2021,"VACCAROS ITALIAN PASTRY BALTIMORE MD",9.18,"Restaurants"
06/17/2021,06/17/2021,"FH* ARTECHOUSE 8554955551 DC",67.00,"Travel/ Entertainment"
06/17/2021,06/17/2021,"LEVELUPMYTHB404296853 855-538-3542 MA",6.09,"Restaurants"
06/17/2021,06/17/2021,"SHOYOU SUSHI BALTIMORE MD",69.51,"Restaurants"
06/18/2021,06/18/2021,"BJ'S FUEL #9377 BALTIMORE MD",15.45,"Gasoline"
06/18/2021,06/18/2021,"BJ'S FUEL #9377 BALTIMORE MD",51.83,"Gasoline"
06/18/2021,06/18/2021,"ROSINA GOURMET BALTIMORE MD01826R",23.30,"Restaurants"
06/18/2021,06/18/2021,"SAFEWAY 1481 BALTIMORE MD",76.63,"Supermarkets"
06/19/2021,06/19/2021,"BJS WHOLESALE #0040 BALTIMORE MD",56.77,"Warehouse Clubs"
06/19/2021,06/19/2021,"CINEMARK THEATRES 1072 TOWSON MD10720031D226",9.67,"Travel/ Entertainment"
06/19/2021,06/19/2021,"GIANT FOOD INC #144 BALTIMORE MD01936R",14.77,"Supermarkets"
06/19/2021,06/19/2021,"HILLCREST SWIM CLUB PARKVILLE MD",15.75,"Travel/ Entertainment"
06/19/2021,06/19/2021,"IHOP #2121 ROSEDALE MD",44.00,"Restaurants"
06/20/2021,06/20/2021,"BB* GCDC GRILLED CHEES 4158552268 PA",10.40,"Restaurants"
06/20/2021,06/20/2021,"BB* GCDC GRILLED CHEES 4158552268 PA",52.47,"Restaurants"
06/20/2021,06/20/2021,"CINEMARK MOVIE CLUB 800-246-3627 TX15855105",10.99,"Travel/ Entertainment"
06/20/2021,06/20/2021,"HARRISTEETER #392 BALTIMORE MD",8.58,"Supermarkets"
06/20/2021,06/20/2021,"NORDSTROM RACK #0661 BALTIMORE MD",95.15,"Department Stores"
06/20/2021,06/20/2021,"STARBUCKS STORE 11869 WASHINGTON DC1FC3A5FFBA18729213",9.02,"Restaurants"
06/21/2021,06/21/2021,"TARGET BALTIMORE MD",20.00,"Supermarkets"
06/21/2021,06/21/2021,"WEGMANS BEL AIR #53 ABINGDON MD",3.19,"Supermarkets"
06/22/2021,06/22/2021,"BJ'S FUEL #9377 BALTIMORE MD",49.42,"Gasoline"
06/22/2021,06/22/2021,"GIANT FOOD INC #144 BALTIMORE MD02290R",10.00,"Supermarkets"
06/22/2021,06/22/2021,"LEMON N GINGER INC ABINGDON MD",68.00,"Restaurants"
06/22/2021,06/22/2021,"SAMOS GREEK ISLAND GRI BALTIMORE MD",23.48,"Restaurants"
06/22/2021,06/22/2021,"SQ *VAGRANT COFFEE INN BALTIMORE MD0002305843014179839580",3.97,"Restaurants"
06/22/2021,06/22/2021,"VITAMIN SHOPPE #709 LUTHERVILLE MD02236R",19.49,"Supermarkets"
06/23/2021,06/23/2021,"LEVELUPMYTHB407765830 855-538-3542 MA",0.79,"Restaurants"
